voltage_v,current_a,active_power_kw,reactive_power_kvar,load_demand_kwh,household_type,occupancy_level,appliance_usage_category,deviation_neighborhood_ratio,zero_consumption_flag,load_spike_flag,fraudulent,broader_zone,locality
235.35,16.98,3.08,1.25,2.75,Residential,3,High,1.13,1,0,0,Industrial / Peripheral,Sewri
226.11,38.42,8.44,2.15,7.43,Residential,57,Low,1.11,0,0,0,Western Residential,Kandivali
221.61,68.63,15.22,4.99,16.34,Industrial,2,Medium,0.61,0,0,0,Central Suburbs,Lower Parel
227.86,59.34,12.46,1.4,9.94,Residential,83,High,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
220.09,43.61,8.21,1.69,8.45,Residential,36,Medium,0.95,0,0,0,Powai & Lakeside,Powai
232.91,49.18,9.57,1.35,7.9,Residential,4,Medium,1.17,0,0,1,Navi Mumbai / Panvel,Airoli
235.89,39.71,8.51,3.2,7.87,Commercial,9,Medium,0.61,0,1,0,Navi Mumbai / Panvel,Navi Mumbai
235.08,63.89,13.59,1.54,11.63,Residential,213,Medium,0.91,0,0,0,Powai & Lakeside,Kanjurmarg
234.99,12.13,2.21,1.27,2.04,Residential,26,Medium,0.76,0,0,0,Central Suburbs,Ghatkopar
223.59,52.66,9.52,2.87,10.89,Commercial,3,Medium,1.36,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
224.1,12.21,2.12,0.44,1.58,Residential,21,Low,1.27,0,0,0,Western Residential,Kandivali
238.41,58.41,11.01,3.45,11.83,Residential,2,Medium,1.07,0,1,1,Navi Mumbai / Panvel,Kharghar
227.14,30.92,7.35,1.09,7.82,Commercial,72,Medium,0.99,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
226.94,11.55,2.09,0.45,1.67,Residential,35,Medium,1.22,0,0,0,Western Suburbs,Andheri West
230.56,27.23,5.47,2.04,5.6,Residential,4,High,1.02,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
230.29,66.12,14.7,3.27,14.17,Residential,3,High,0.92,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
226.77,50.4,7.61,0.89,4.97,Industrial,216,Medium,1.16,0,0,0,Western Suburbs,Bandra West
230.82,29.59,6.41,1.84,8.49,Commercial,169,Low,1.03,0,0,0,Central Suburbs,Parel
224.69,64.81,14.77,4.14,14.36,Residential,40,Medium,1.08,0,0,0,Central Suburbs,Ghatkopar
229.94,45.6,9.68,1.1,10.84,Commercial,96,Low,1.35,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
237.96,67.44,15.01,4.02,15.75,Residential,11,Medium,0.82,0,0,1,Industrial / Peripheral,Sewri
234.11,6.99,2.4,0.54,2.86,Residential,9,Low,1.34,0,0,0,Western Residential,Kharghar
238.12,42.74,7.57,2.41,8.79,Residential,2,High,1.18,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
239.95,33.76,6.38,1.81,7.24,Residential,2,Medium,0.99,0,0,0,Western Suburbs,Khar
231.81,30.58,8.65,1.04,9.35,Residential,25,Medium,0.98,0,0,0,Central Suburbs,Ghatkopar
233.98,51.89,9.93,2.75,9.15,Commercial,139,Medium,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
218.98,61.79,12.53,4.2,15.48,Residential,2,Low,1.08,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
235.15,59.57,13.79,3.64,11.81,Industrial,26,Medium,0.65,0,0,0,Western Suburbs,Khar
236.03,48.96,10.64,1.35,7.6,Residential,2,Medium,0.79,0,0,0,Powai & Lakeside,Kanjurmarg
235.1,25.04,4.97,0.37,5.47,Residential,2,Medium,0.93,0,0,0,Western Suburbs,Khar
228.59,5.68,1.06,0.37,1.0,Residential,58,Low,1.31,0,0,0,Western Residential,Borivali
218.6,65.45,12.84,4.14,13.52,Commercial,2,High,1.01,0,1,1,Thane & Beyond,Bhiwandi
229.57,65.38,12.87,2.93,13.98,Commercial,258,High,0.94,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
226.45,51.19,7.1,1.79,8.27,Residential,20,Low,1.09,0,0,1,Navi Mumbai / Panvel,Kharghar
231.37,53.04,10.27,2.6,7.8,Residential,2,High,1.21,0,0,0,South Mumbai,Marine Lines
226.21,27.08,7.66,1.82,7.53,Residential,55,Medium,0.94,0,0,1,Industrial / Peripheral,Taloja MIDC
230.89,55.53,9.13,1.11,11.58,Commercial,4,Medium,1.19,0,0,1,Thane & Beyond,Dombivli
228.85,47.18,10.13,2.2,9.36,Commercial,96,Low,1.03,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
237.93,13.31,2.55,0.37,2.61,Commercial,69,Medium,0.56,0,0,0,Central Suburbs,Parel
225.56,8.13,1.81,0.39,1.75,Residential,21,High,1.03,0,0,0,South Mumbai,Girgaon
221.98,67.15,13.66,2.34,14.3,Residential,61,Medium,1.33,0,0,0,Western Suburbs,Andheri West
224.21,36.29,7.0,1.9,6.56,Residential,22,Medium,0.92,0,0,0,Central Suburbs,Dadar
226.68,41.39,6.91,1.24,8.94,Commercial,19,Medium,1.09,0,0,0,Central Suburbs,Ghatkopar
230.02,60.42,11.5,3.0,8.93,Residential,27,High,1.17,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
230.6,54.37,11.1,1.94,8.52,Commercial,2,High,0.91,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
231.52,27.75,5.6,0.81,6.31,Commercial,29,High,1.35,1,0,0,Industrial / Peripheral,Trombay
230.99,46.74,8.96,1.21,13.03,Commercial,298,Medium,0.91,0,0,0,Central Suburbs,Kurla
240.6,59.63,10.28,2.51,10.19,Residential,9,Low,1.4,0,0,0,Western Suburbs,Santacruz
229.54,12.05,2.74,1.08,3.35,Industrial,14,Medium,1.05,0,0,0,Western Suburbs,Andheri East
227.65,15.77,4.38,1.29,3.55,Commercial,20,Medium,0.8,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
235.63,50.51,11.51,3.93,9.38,Residential,8,Medium,1.21,0,0,0,Western Suburbs,Juhu
231.92,66.23,15.19,4.47,13.86,Residential,4,Low,1.46,0,0,0,Western Suburbs,Santacruz
233.69,56.6,10.78,2.59,11.07,Residential,57,Medium,1.26,0,0,0,Powai & Lakeside,Kanjurmarg
232.67,32.15,5.97,2.48,7.58,Commercial,189,High,0.79,0,0,1,Industrial / Peripheral,Sewri
227.92,19.77,4.15,2.23,4.85,Residential,2,Low,1.02,0,0,0,Powai & Lakeside,Kanjurmarg
240.98,9.35,3.07,0.63,3.33,Industrial,3,Medium,0.88,0,1,1,Industrial / Peripheral,Taloja MIDC
228.16,38.37,7.55,1.85,7.39,Residential,134,High,1.01,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
233.83,27.83,8.93,1.9,6.72,Residential,4,Medium,0.98,0,0,0,Powai & Lakeside,Hiranandani Gardens
232.21,10.98,2.64,0.91,2.67,Commercial,72,Medium,0.8,1,1,1,Industrial / Peripheral,Mankhurd
232.47,8.93,2.07,0.23,1.88,Industrial,40,High,1.15,0,0,0,Central Suburbs,Sion
233.95,21.93,4.84,1.96,6.61,Residential,24,High,0.96,0,0,0,Central Suburbs,Kurla
232.85,44.98,9.04,2.89,8.26,Commercial,2,Medium,1.14,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
223.7,38.21,7.97,0.57,9.42,Residential,9,Low,1.1,0,0,0,Western Suburbs,Juhu
234.65,43.06,8.65,3.01,9.69,Residential,17,Medium,0.55,0,0,0,Western Suburbs,Andheri West
240.45,64.35,12.41,3.87,13.67,Residential,7,Low,1.06,0,0,1,Industrial / Peripheral,Trombay
230.17,40.7,8.0,0.88,6.8,Residential,16,Medium,1.05,0,0,0,Powai & Lakeside,Kanjurmarg
227.89,50.95,12.06,2.42,11.66,Residential,3,Medium,0.83,0,0,0,Central Suburbs,Lower Parel
227.13,23.35,4.57,0.99,4.47,Residential,88,Low,1.04,0,0,0,Powai & Lakeside,Powai
228.57,60.87,10.78,1.99,11.0,Residential,29,Medium,0.86,0,0,0,Central Suburbs,Lower Parel
231.69,45.67,8.71,1.99,6.54,Residential,2,High,0.79,1,0,0,Thane & Beyond,Dombivli
223.33,43.85,9.28,2.59,9.78,Industrial,6,Medium,0.82,1,0,0,Industrial / Peripheral,Sewri
226.26,48.4,9.0,2.15,8.09,Industrial,132,Medium,1.3,0,0,0,Central Suburbs,Parel
230.7,62.31,11.0,3.41,12.3,Industrial,4,Medium,0.81,0,0,0,Western Suburbs,Khar
231.77,38.89,8.0,2.11,9.18,Residential,88,Low,1.26,0,0,0,Western Suburbs,Andheri East
225.66,11.31,2.62,0.88,2.6,Commercial,3,Low,0.93,0,0,0,Central Suburbs,Ghatkopar
222.59,64.67,14.05,4.33,13.36,Commercial,276,Low,0.98,0,0,0,Central Suburbs,Parel
232.41,66.4,14.39,4.29,15.95,Residential,126,High,1.04,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
225.76,26.96,4.81,0.75,4.97,Residential,2,Medium,0.76,0,0,0,Powai & Lakeside,Kanjurmarg
231.13,22.14,4.11,0.6,5.19,Residential,5,Medium,1.18,0,1,0,Navi Mumbai / Panvel,Panvel
235.91,41.01,7.1,1.43,7.48,Commercial,2,Low,0.95,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
227.07,39.83,7.99,1.4,7.19,Residential,63,High,0.92,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
225.76,20.2,5.0,1.11,5.03,Residential,52,Low,0.57,0,0,0,Eastern Suburbs,Vikhroli
226.84,22.55,6.2,1.5,6.75,Residential,10,Medium,0.98,0,0,1,Industrial / Peripheral,Trombay
231.16,6.14,1.79,0.27,1.58,Residential,96,Medium,0.76,0,0,0,Western Suburbs,Santacruz
236.38,25.89,4.82,0.5,4.07,Commercial,123,Low,1.07,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
232.71,25.35,5.9,1.37,4.54,Residential,18,Medium,0.94,0,0,0,Western Suburbs,Bandra West
234.14,68.2,15.04,4.64,15.15,Industrial,14,High,1.41,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
232.61,46.98,11.05,2.13,10.22,Residential,10,Low,0.94,1,0,0,Thane & Beyond,Dombivli
228.9,66.31,13.38,3.16,12.78,Residential,4,Medium,0.72,0,0,0,Western Suburbs,Andheri East
234.78,19.13,4.25,1.81,5.2,Residential,101,Low,1.06,0,1,0,Navi Mumbai / Panvel,Belapur
233.53,51.24,11.24,2.81,12.3,Industrial,6,Low,1.5,0,0,0,Western Suburbs,Juhu
222.68,60.82,12.46,2.67,12.17,Residential,5,Low,0.82,0,0,1,Navi Mumbai / Panvel,Vashi
237.33,62.56,12.11,2.97,12.22,Commercial,270,Medium,0.76,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
234.52,55.24,10.71,0.96,10.49,Industrial,3,Low,1.01,0,0,0,Powai & Lakeside,Kanjurmarg
230.81,65.74,14.69,3.48,15.67,Residential,25,Low,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
229.6,48.31,7.78,2.73,7.18,Residential,180,Low,0.75,0,1,0,Industrial / Peripheral,Dharavi
229.25,53.98,12.09,2.73,9.56,Residential,60,High,0.95,0,1,0,Industrial / Peripheral,Trombay
229.8,18.87,4.62,2.08,5.0,Commercial,45,Medium,1.19,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
226.1,68.94,15.21,3.6,16.52,Commercial,4,High,0.65,0,0,0,Central Suburbs,Dadar
228.76,47.39,9.97,1.69,11.01,Residential,3,Low,1.17,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.56,23.25,4.36,0.93,4.48,Industrial,2,Low,1.07,0,1,0,Industrial / Peripheral,Taloja
225.03,25.83,6.01,1.64,6.64,Residential,38,Medium,0.98,0,0,0,Western Suburbs,Bandra West
228.32,51.01,10.55,2.68,8.32,Residential,177,High,1.0,0,0,1,Navi Mumbai / Panvel,Kharghar
217.7,24.86,4.65,0.83,6.15,Residential,2,Medium,1.31,0,0,0,Western Suburbs,Santacruz
235.06,51.13,10.31,1.16,7.97,Residential,5,Medium,0.94,0,0,0,Western Suburbs,Andheri West
227.01,26.98,4.22,0.82,5.63,Residential,25,High,0.92,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
235.11,68.16,14.9,4.22,16.21,Residential,56,Medium,1.08,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
235.13,46.18,6.96,2.5,4.48,Industrial,2,Medium,0.88,1,0,1,Navi Mumbai / Panvel,Navi Mumbai
231.71,38.55,7.72,3.63,7.87,Industrial,2,Low,1.45,0,0,0,Western Residential,Kandivali East
226.06,34.49,7.07,2.55,4.99,Industrial,6,Low,1.0,0,0,0,Powai & Lakeside,Powai
238.28,14.35,2.78,2.02,4.11,Commercial,238,High,1.22,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
221.23,13.93,3.61,0.33,2.91,Residential,73,High,1.1,0,0,1,Industrial / Peripheral,Trombay
226.12,61.49,13.18,1.68,12.73,Industrial,57,High,1.31,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
228.59,44.49,8.28,1.93,7.84,Commercial,160,High,1.02,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
222.89,9.19,1.64,0.66,1.88,Residential,64,Medium,0.94,0,0,0,Western Suburbs,Andheri East
232.58,14.53,3.08,1.34,4.14,Residential,2,Medium,0.95,1,0,0,Thane & Beyond,Bhiwandi
223.63,69.66,15.62,5.09,17.45,Industrial,6,Medium,1.16,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
227.97,30.86,5.72,0.81,4.6,Residential,10,Medium,1.0,0,0,0,Powai & Lakeside,Hiranandani Gardens
231.08,47.25,8.88,3.23,6.58,Residential,15,Medium,0.78,0,0,0,Central Suburbs,Kurla
227.16,32.44,5.46,0.67,5.53,Residential,10,Low,0.99,0,0,1,Navi Mumbai / Panvel,Panvel
238.5,29.82,5.74,1.02,5.78,Residential,25,Medium,1.21,0,0,0,Western Suburbs,Bandra West
233.16,56.87,12.38,3.01,12.96,Residential,2,Medium,1.13,0,0,0,Western Suburbs,Andheri West
235.3,64.85,11.1,3.12,10.16,Commercial,12,High,0.97,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
237.97,57.2,13.28,3.01,13.22,Commercial,6,Medium,0.81,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
225.86,51.77,9.52,2.01,7.35,Residential,7,Medium,1.22,0,0,0,Western Suburbs,Bandra East
238.04,45.03,8.95,1.06,10.47,Industrial,2,Low,0.74,0,0,0,Powai & Lakeside,Powai
232.37,30.15,7.65,3.62,6.33,Commercial,100,Low,1.11,0,1,0,Thane & Beyond,Thane
226.4,34.52,6.83,2.98,5.86,Industrial,298,High,0.86,0,0,0,Central Suburbs,Kurla
227.76,54.16,11.55,2.3,11.28,Industrial,5,Low,1.07,0,0,0,Central Suburbs,Kurla
235.03,63.93,14.23,3.2,14.66,Residential,3,Low,0.78,0,1,1,Industrial / Peripheral,Taloja MIDC
227.76,43.39,8.84,3.18,9.5,Residential,7,High,0.97,0,0,0,Central Suburbs,Parel
238.54,68.84,15.23,5.0,17.29,Residential,130,Low,0.96,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
224.8,10.96,2.34,0.75,2.18,Industrial,105,Low,1.22,0,0,0,Eastern Suburbs,Chembur
230.91,16.0,2.74,0.29,4.06,Residential,99,High,1.06,0,0,0,Central Suburbs,Kurla
230.45,67.03,14.16,4.61,15.07,Commercial,3,High,1.05,0,0,0,Central Suburbs,Ghatkopar
227.99,56.78,9.73,3.36,9.43,Residential,77,Low,0.93,0,0,0,Western Suburbs,Santacruz
225.85,29.34,6.63,1.49,6.29,Residential,29,Low,1.49,0,0,0,Eastern Suburbs,Mulund
221.87,32.59,6.86,2.5,5.62,Residential,2,Low,1.04,0,0,0,Powai & Lakeside,Hiranandani Gardens
223.3,56.74,12.29,2.28,13.14,Industrial,2,Medium,0.77,0,0,0,Central Suburbs,Sion
238.46,32.63,6.91,1.58,6.82,Commercial,4,High,0.83,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
242.03,47.49,8.5,1.42,9.28,Residential,31,Medium,0.99,0,0,0,Western Suburbs,Andheri West
230.95,42.3,8.89,2.64,7.67,Industrial,73,Medium,1.34,0,0,1,Thane & Beyond,Dombivli
224.36,33.33,5.38,2.47,5.89,Residential,8,High,1.3,0,0,0,Central Suburbs,Lower Parel
228.14,11.33,2.43,0.39,1.74,Commercial,2,High,0.69,0,0,0,South Mumbai,Girgaon
229.83,69.39,14.98,5.11,16.45,Residential,3,Medium,1.33,0,0,0,Central Suburbs,Ghatkopar
233.36,40.98,10.39,2.66,11.12,Industrial,2,Low,0.78,0,0,0,Western Suburbs,Bandra West
236.35,44.28,8.78,0.99,10.67,Industrial,2,Low,1.02,0,0,0,Powai & Lakeside,Powai
235.97,29.42,6.8,1.95,6.11,Residential,2,Low,0.97,0,1,0,Navi Mumbai / Panvel,Vashi
239.77,28.36,5.62,1.21,6.21,Industrial,37,Medium,0.87,0,0,0,Western Suburbs,Khar
232.27,18.48,4.51,1.16,4.16,Industrial,298,High,0.87,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
218.87,68.87,14.0,4.01,14.47,Industrial,33,Medium,0.73,0,0,0,Central Suburbs,Dadar
230.68,11.26,2.51,0.95,2.58,Residential,131,Medium,1.04,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.35,56.05,9.87,3.05,9.44,Residential,3,Medium,1.14,0,1,0,Industrial / Peripheral,Trombay
220.11,58.14,12.07,2.64,11.32,Commercial,27,Medium,0.79,0,0,1,Thane & Beyond,Bhiwandi
236.07,67.37,14.64,4.41,15.19,Commercial,6,Medium,1.08,0,0,0,South Mumbai,Girgaon
226.48,69.3,15.18,3.92,17.27,Residential,2,Low,1.0,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
226.65,51.7,8.35,1.32,8.27,Residential,8,Medium,1.15,0,1,0,Industrial / Peripheral,Trombay
238.34,48.01,9.13,2.37,5.61,Commercial,134,Low,0.82,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
229.6,36.56,8.2,0.34,6.33,Residential,111,High,0.92,1,0,1,Industrial / Peripheral,Sewri
227.37,64.92,13.75,2.58,13.86,Commercial,102,Medium,1.11,0,0,0,South Mumbai,Colaba
228.66,45.26,10.65,2.2,11.64,Residential,5,Medium,0.91,0,0,0,Powai & Lakeside,Kanjurmarg
225.85,32.76,4.21,2.4,4.01,Commercial,94,High,0.67,0,0,1,Industrial / Peripheral,Sewri
232.63,23.65,5.87,2.21,4.11,Residential,9,Low,1.22,0,0,0,Powai & Lakeside,Kanjurmarg
238.0,47.42,8.76,3.08,10.5,Residential,72,High,0.73,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
227.81,48.96,8.68,3.16,6.76,Residential,15,Medium,1.05,0,0,0,Western Suburbs,Bandra East
238.14,59.32,13.18,2.37,12.46,Residential,6,Low,1.0,0,0,0,Western Suburbs,Bandra West
230.6,10.48,2.64,0.5,2.43,Residential,6,Medium,0.77,0,0,0,Western Suburbs,Bandra East
220.86,64.4,13.16,4.42,14.53,Commercial,34,High,1.04,1,1,1,Industrial / Peripheral,Mankhurd
218.59,52.12,10.5,1.61,7.89,Residential,50,High,0.79,1,0,0,Industrial / Peripheral,Taloja
223.78,69.05,14.55,3.27,14.35,Commercial,27,Low,1.25,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
225.97,35.53,5.77,1.34,4.3,Commercial,2,High,0.96,0,0,0,Central Suburbs,Kurla
229.52,16.28,2.67,0.54,2.6,Commercial,118,High,1.3,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
235.76,56.24,10.32,1.56,11.0,Residential,12,Low,0.97,0,0,1,Thane & Beyond,Thane
225.71,21.24,4.61,1.97,7.6,Residential,2,Medium,0.65,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.36,25.57,4.85,0.57,4.46,Residential,56,Low,0.48,0,0,0,Eastern Suburbs,Vikhroli
239.52,53.05,10.19,2.12,10.59,Residential,53,High,1.13,0,0,0,Central Suburbs,Ghatkopar
232.18,32.52,7.29,1.03,8.5,Residential,68,Medium,0.96,0,1,1,Industrial / Peripheral,Sewri
233.01,60.53,11.05,4.47,12.1,Commercial,31,High,1.17,0,0,1,Thane & Beyond,Kalyan
237.94,65.52,14.02,4.5,14.44,Residential,5,Low,1.03,0,1,0,Industrial / Peripheral,Mankhurd
222.26,22.7,3.94,1.14,4.03,Commercial,12,Medium,0.95,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
225.53,25.63,4.54,1.2,6.03,Residential,96,High,1.15,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
221.87,26.75,4.23,0.69,6.11,Industrial,39,Low,0.53,0,0,0,Western Residential,Borivali
230.63,55.78,11.65,3.21,12.87,Residential,87,Medium,1.0,0,0,0,Powai & Lakeside,Kanjurmarg
237.14,47.86,10.37,2.84,9.71,Commercial,257,Medium,1.06,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
229.75,45.44,7.95,0.68,8.43,Residential,2,High,0.63,0,0,0,South Mumbai,Cuffe Parade
237.66,35.25,7.22,0.74,5.23,Commercial,10,High,0.98,0,0,0,South Mumbai,Malabar Hill
233.5,20.32,4.65,0.82,3.98,Commercial,179,Medium,0.66,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
226.91,45.65,10.5,2.9,10.24,Industrial,157,Low,1.19,0,0,0,Powai & Lakeside,Powai
225.74,43.98,9.84,0.51,6.51,Residential,11,Low,1.13,0,0,0,Eastern Suburbs,Vikhroli
241.8,8.66,1.52,0.6,1.56,Residential,2,Medium,0.88,0,0,0,Western Suburbs,Bandra West
234.43,10.27,3.22,0.69,2.89,Industrial,2,Medium,0.84,0,0,0,Powai & Lakeside,Kanjurmarg
228.01,54.09,9.76,2.8,6.97,Residential,7,Medium,0.93,0,0,0,Western Suburbs,Andheri West
238.28,35.11,8.81,1.12,5.4,Commercial,31,Medium,0.74,0,1,0,Navi Mumbai / Panvel,Belapur
231.58,67.57,14.67,3.84,15.85,Commercial,112,High,1.1,0,0,1,Industrial / Peripheral,Sewri
227.05,22.57,4.41,0.19,3.39,Residential,69,High,1.26,0,0,0,Central Suburbs,Dadar
227.0,11.16,2.51,1.29,2.31,Commercial,239,Medium,0.83,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
229.98,50.16,11.79,4.31,10.9,Residential,241,Medium,0.89,0,0,0,Western Suburbs,Andheri West
221.47,68.86,15.28,3.34,16.19,Residential,58,High,1.21,0,0,0,Central Suburbs,Sion
232.39,58.81,10.6,1.59,10.07,Residential,2,Low,0.97,0,1,0,Navi Mumbai / Panvel,Belapur
232.09,58.24,13.37,2.64,12.76,Commercial,33,High,1.05,0,0,0,South Mumbai,Marine Lines
228.23,5.66,1.28,0.42,1.91,Residential,3,Medium,1.13,1,0,0,Industrial / Peripheral,Mankhurd
227.96,54.63,12.08,2.97,10.68,Industrial,9,High,1.09,0,0,1,Industrial / Peripheral,Taloja
233.2,17.03,2.92,0.6,3.25,Commercial,14,Medium,1.03,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
225.06,12.06,2.62,1.22,3.32,Residential,252,High,1.12,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
226.34,45.18,6.58,1.14,6.06,Commercial,50,Medium,0.93,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
226.58,13.1,3.95,1.61,4.49,Commercial,227,Low,0.99,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
226.42,6.32,1.27,0.17,1.3,Commercial,22,High,0.77,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
227.97,68.82,15.14,5.3,16.81,Commercial,2,Low,1.21,0,0,1,Navi Mumbai / Panvel,Panvel
228.4,66.94,14.17,3.43,16.36,Commercial,37,Medium,1.13,0,0,0,Central Suburbs,Parel
230.24,64.32,14.15,3.76,15.32,Residential,2,Low,1.1,0,0,1,Navi Mumbai / Panvel,Navi Mumbai
231.09,40.12,7.25,2.4,6.37,Residential,13,Medium,1.01,0,0,0,Western Suburbs,Juhu
233.07,18.69,3.97,1.05,3.62,Commercial,26,High,0.78,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
228.76,10.12,2.36,0.35,2.16,Residential,2,High,1.06,0,1,1,Thane & Beyond,Dombivli
225.77,34.3,5.99,1.46,5.5,Commercial,2,Medium,1.07,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
226.57,38.62,8.32,2.91,8.73,Residential,2,Low,1.27,0,0,0,Western Suburbs,Bandra West
236.36,29.25,5.47,1.42,5.49,Commercial,3,Medium,0.83,0,0,0,Central Suburbs,Lower Parel
233.22,6.6,1.92,0.57,2.45,Residential,42,Medium,1.12,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.19,61.53,13.09,3.56,13.59,Commercial,180,Medium,0.87,0,0,0,Central Suburbs,Parel
225.46,50.86,10.98,2.63,10.34,Residential,16,Medium,0.98,0,0,0,Western Suburbs,Bandra West
228.97,69.21,15.2,5.05,16.9,Residential,213,Low,0.9,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
227.44,31.51,6.12,1.32,6.13,Commercial,5,High,1.05,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
231.76,33.17,8.45,1.84,6.97,Residential,2,Medium,0.99,0,0,1,Thane & Beyond,Dombivli
226.65,24.12,6.88,1.6,6.31,Residential,2,High,1.28,0,1,1,Industrial / Peripheral,Taloja
238.42,47.15,8.9,2.08,8.71,Commercial,249,Medium,1.2,0,0,0,Central Suburbs,Kurla
224.68,60.8,12.31,3.89,12.06,Commercial,10,High,0.76,0,0,0,Central Suburbs,Ghatkopar
223.96,29.23,3.66,0.81,4.19,Residential,2,High,0.89,0,1,0,Industrial / Peripheral,Taloja MIDC
225.13,43.77,8.75,0.67,8.66,Residential,46,Medium,0.77,0,0,0,Powai & Lakeside,Hiranandani Gardens
228.79,68.61,14.93,4.13,16.28,Residential,71,High,1.26,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
235.17,26.63,5.37,3.07,8.64,Residential,109,Medium,0.92,0,0,1,Industrial / Peripheral,Taloja
226.16,63.62,14.06,3.11,15.84,Residential,59,Medium,0.87,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
228.1,68.5,14.13,1.11,13.82,Residential,258,High,0.98,0,0,0,South Mumbai,Marine Lines
227.73,22.64,4.62,1.22,7.32,Commercial,2,Medium,1.28,0,0,0,Central Suburbs,Parel
239.22,28.89,7.04,2.23,5.23,Industrial,4,High,0.72,0,0,1,Thane & Beyond,Thane
228.82,29.14,3.89,1.05,4.88,Residential,84,Low,1.08,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.38,21.14,4.39,1.37,3.86,Residential,46,High,0.76,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
